secret,turns,path
usher,3,salet(y__g_) -> mhorr(_y__g) -> usher(ggggg)
using,4,salet(y____) -> mucho(_y___) -> virus(_y_yy) -> using(ggggg)
usual,3,salet(yyy__) -> hucks(_y__y) -> usual(ggggg)
usurp,4,salet(y____) -> mucho(_y___) -> virus(__yyy) -> usurp(ggggg)
utile,3,salet(__yyy) -> title(yy_gg) -> utile(ggggg)
utter,4,salet(___gy) -> mohur(___yg) -> truer(y_ygg) -> utter(ggggg)
vague,3,salet(_g_y_) -> crumb(__y__) -> vague(ggggg)
valet,2,salet(_gggg) -> valet(ggggg)
valid,3,salet(_gg__) -> rally(_gg__) -> valid(ggggg)
valor,3,salet(_gg__) -> rally(ygg__) -> valor(ggggg)
value,2,salet(_ggy_) -> value(ggggg)
valve,3,salet(_ggy_) -> value(ggg_g) -> valve(ggggg)
vapid,4,salet(_g___) -> corny(_____) -> gamma(_g___) -> vapid(ggggg)
vapor,4,salet(_g___) -> corny(_yy__) -> vezir(g___g) -> vapor(ggggg)
vault,2,salet(_gy_g) -> vault(ggggg)
vaunt,4,salet(_g__g) -> thing(y__g_) -> dives(__y__) -> vaunt(ggggg)
vegan,4,salet(_y_y_) -> beard(_gy__) -> mecca(_g__y) -> vegan(ggggg)
venom,4,salet(___y_) -> drone(__yyy) -> enjoy(yy_g_) -> venom(ggggg)
venue,4,salet(___y_) -> drone(___yg) -> pinch(__g__) -> venue(ggggg)
verge,4,salet(___y_) -> drone(_y__g) -> rieve(y_yyg) -> verge(ggggg)
verse,4,salet(y__y_) -> rhone(y___g) -> curse(__ggg) -> verse(ggggg)
verso,3,salet(y__y_) -> rhone(y_y_y) -> verso(ggggg)
verve,4,salet(___y_) -> drone(_y__g) -> rieve(y_ygg) -> verve(ggggg)
vicar,4,salet(_y___) -> brond(_y___) -> chair(y_yyg) -> vicar(ggggg)
video,3,salet(___g_) -> rownd(_y__y) -> video(ggggg)
vigil,4,salet(__y__) -> courd(_____) -> lying(y_y_y) -> vigil(ggggg)
vigor,4,salet(_____) -> courd(_y_y_) -> gimpy(yg___) -> vigor(ggggg)
villa,3,salet(_yg__) -> allay(yyg__) -> villa(ggggg)
vinyl,4,salet(__y__) -> courd(_____) -> lying(yyyy_) -> vinyl(ggggg)
viola,3,salet(_yy__) -> corni(_y__y) -> viola(ggggg)
viper,4,salet(___g_) -> rownd(y____) -> pubic(y__y_) -> viper(ggggg)
viral,3,salet(_yy__) -> corni(__g_y) -> viral(ggggg)
virus,3,salet(y____) -> mucho(_y___) -> virus(ggggg)
visit,3,salet(y___g) -> moria(___g_) -> visit(ggggg)
visor,4,salet(y____) -> mucho(____y) -> dross(_yyy_) -> visor(ggggg)
vista,3,salet(yy__y) -> trash(y_yy_) -> vista(ggggg)
vital,3,salet(_yy_y) -> ottar(__gg_) -> vital(ggggg)
vivid,3,salet(_____) -> courd(____g) -> vivid(ggggg)
vixen,4,salet(___g_) -> rownd(___y_) -> gumps(_____) -> vixen(ggggg)
vocal,4,salet(_yy__) -> corni(yg___) -> larva(yy_y_) -> vocal(ggggg)
vodka,4,salet(_y___) -> brond(__y_y) -> dogma(yg__g) -> vodka(ggggg)
vogue,3,salet(___y_) -> drone(__y_g) -> vogue(ggggg)
voice,4,salet(___y_) -> drone(__y_g) -> vogue(gg__g) -> voice(ggggg)
voila,3,salet(_yy__) -> corni(_g__y) -> voila(ggggg)
vomit,3,salet(____g) -> groin(__yg_) -> vomit(ggggg)
voter,4,salet(___gy) -> mohur(_g__g) -> tower(yg_gg) -> voter(ggggg)
vouch,4,salet(_____) -> courd(ygg__) -> pouch(_gggg) -> vouch(ggggg)
vowel,3,salet(__yg_) -> bevor(_yyy_) -> vowel(ggggg)
vying,4,salet(_____) -> courd(_____) -> nymph(yg___) -> vying(ggggg)
wacky,3,salet(_g___) -> corny(y___g) -> wacky(ggggg)
wafer,5,salet(_g_g_) -> gormy(__y__) -> caper(_g_gg) -> waver(gg_gg) -> wafer(ggggg)
wager,3,salet(_g_g_) -> gormy(y_y__) -> wager(ggggg)
wagon,4,salet(_g___) -> corny(_y_y_) -> banjo(_gy_y) -> wagon(ggggg)
waist,2,salet(yg__g) -> waist(ggggg)
waive,4,salet(_g_y_) -> crumb(_____) -> naive(_gggg) -> waive(ggggg)
waltz,3,salet(_gg_y) -> talon(ygg__) -> waltz(ggggg)
warty,4,salet(_g__y) -> pubco(_____) -> turnt(y_g__) -> warty(ggggg)
waste,4,salet(yg_yy) -> porch(_____) -> timbo(y____) -> waste(ggggg)
watch,4,salet(_g__y) -> pubco(___g_) -> hawms(ygy__) -> watch(ggggg)
water,4,salet(_g_gy) -> terek(y_yg_) -> chiru(___y_) -> water(ggggg)
waver,4,salet(_g_g_) -> gormy(__y__) -> caper(_g_gg) -> waver(ggggg)
waxen,3,salet(_g_g_) -> gormy(_____) -> waxen(ggggg)
weary,3,salet(_y_y_) -> beard(_ggg_) -> weary(ggggg)
weave,4,salet(_y_y_) -> beard(_gg__) -> heave(_gggg) -> weave(ggggg)
wedge,4,salet(___y_) -> drone(y___g) -> whift(g____) -> wedge(ggggg)
weedy,4,salet(___y_) -> drone(y___y) -> edify(yy__g) -> weedy(ggggg)
weigh,4,salet(___y_) -> drone(____y) -> beefy(_g___) -> weigh(ggggg)
weird,4,salet(___y_) -> drone(yy__y) -> reedy(yg_y_) -> weird(ggggg)
welch,3,salet(__gy_) -> himbo(y____) -> welch(ggggg)
welsh,3,salet(y_gy_) -> pulse(__ggy) -> welsh(ggggg)
wench,4,salet(___y_) -> drone(___yy) -> begun(_g__y) -> wench(ggggg)
whack,4,salet(_y___) -> brond(_____) -> champ(ygg__) -> whack(ggggg)
whale,4,salet(_yyy_) -> gnarl(__g_y) -> fehme(__y_g) -> whale(ggggg)
wharf,4,salet(_y___) -> brond(_y___) -> chair(_gg_y) -> wharf(ggggg)
wheat,3,salet(_y_yg) -> recap(_y_g_) -> wheat(ggggg)
wheel,4,salet(__yg_) -> bevor(_y___) -> chink(_g___) -> wheel(ggggg)
whelp,4,salet(__yy_) -> doing(_____) -> clump(_y__g) -> whelp(ggggg)
where,4,salet(___y_) -> drone(_y__g) -> rieve(y_g_g) -> where(ggggg)
which,4,salet(_____) -> courd(y____) -> fawny(__y__) -> which(ggggg)
whiff,4,salet(_____) -> courd(_____) -> nymph(____y) -> whiff(ggggg)
while,3,salet(__yy_) -> doing(__g__) -> while(ggggg)
whine,4,salet(___y_) -> drone(___gg) -> penne(___gg) -> whine(ggggg)
whiny,4,salet(_____) -> courd(_____) -> nymph(yy__y) -> whiny(ggggg)
whirl,3,salet(__y__) -> courd(___g_) -> whirl(ggggg)
whisk,3,salet(y____) -> mucho(___y_) -> whisk(ggggg)
white,4,salet(___yy) -> trite(__ggg) -> unite(__ggg) -> white(ggggg)
whole,4,salet(__yy_) -> doing(_y___) -> elbow(yy_yy) -> whole(ggggg)
whoop,4,salet(_____) -> courd(_y___) -> inbox(___g_) -> whoop(ggggg)
whose,4,salet(y__y_) -> rhone(_gg_g) -> chose(_gggg) -> whose(ggggg)
widen,3,salet(___g_) -> rownd(__yyy) -> widen(ggggg)
wider,3,salet(___g_) -> rownd(y_y_y) -> wider(ggggg)
widow,3,salet(_____) -> courd(_y__y) -> widow(ggggg)
width,4,salet(____y) -> north(___gg) -> fifth(_g_gg) -> width(ggggg)
wield,4,salet(__yy_) -> doing(y_y__) -> womyn(g____) -> wield(ggggg)
wight,4,salet(____g) -> groin(y__y_) -> mofos(_____) -> wight(ggggg)
willy,4,salet(__g__) -> fugly(___gg) -> bodhi(____y) -> willy(ggggg)
wimpy,4,salet(_____) -> courd(_____) -> nymph(_ygg_) -> wimpy(ggggg)
wince,5,salet(___y_) -> drone(___yg) -> pinch(_ggg_) -> mince(_gggg) -> wince(ggggg)
winch,4,salet(_____) -> courd(y____) -> fawny(__yy_) -> winch(ggggg)
windy,4,salet(_____) -> courd(____y) -> giddy(_g_gg) -> windy(ggggg)
wiser,3,salet(y__g_) -> mhorr(____g) -> wiser(ggggg)
wispy,4,salet(y____) -> mucho(_____) -> frisk(__yy_) -> wispy(ggggg)
witch,4,salet(____y) -> north(___yg) -> hiked(yg___) -> witch(ggggg)
witty,5,salet(____y) -> north(___g_) -> biked(_g___) -> fifty(_g_gg) -> witty(ggggg)
woken,4,salet(___g_) -> rownd(_gyy_) -> mikva(__g__) -> woken(ggggg)
woman,4,salet(_y___) -> brond(__yy_) -> annoy(yy_y_) -> woman(ggggg)
women,4,salet(___g_) -> rownd(_gyy_) -> mikva(y____) -> women(ggggg)
woody,4,salet(_____) -> courd(_g__y) -> dowdy(_gygg) -> woody(ggggg)
wooer,3,salet(___g_) -> rownd(ygy__) -> wooer(ggggg)
wooly,3,salet(__y__) -> courd(_g___) -> wooly(ggggg)
woozy,4,salet(_____) -> courd(_g___) -> boozy(_gggg) -> woozy(ggggg)
wordy,3,salet(_____) -> courd(_g_yy) -> wordy(ggggg)
world,3,salet(__y__) -> courd(_g_yg) -> world(ggggg)
worry,3,salet(_____) -> courd(_g_g_) -> worry(ggggg)
worse,3,salet(y__y_) -> rhone(y_y_g) -> worse(ggggg)
worst,3,salet(y___g) -> moria(_gg__) -> worst(ggggg)
worth,3,salet(____y) -> north(_gggg) -> worth(ggggg)
would,3,salet(__y__) -> courd(_gg_g) -> would(ggggg)
wound,4,salet(_____) -> courd(_gg_g) -> whump(g_g__) -> wound(ggggg)
woven,4,salet(___g_) -> rownd(_gyy_) -> mikva(___y_) -> woven(ggggg)
wrack,4,salet(_y___) -> brond(_g___) -> cymas(y__y_) -> wrack(ggggg)
wrath,4,salet(_y__y) -> conia(____y) -> tramp(ygg__) -> wrath(ggggg)
wreak,4,salet(_y_y_) -> beard(_yyy_) -> fucks(___y_) -> wreak(ggggg)
wreck,3,salet(___y_) -> drone(_g__y) -> wreck(ggggg)
wrest,3,salet(y__yg) -> quich(_____) -> wrest(ggggg)
wring,4,salet(_____) -> courd(___y_) -> boogy(___y_) -> wring(ggggg)
wrist,3,salet(y___g) -> moria(__yy_) -> wrist(ggggg)
write,3,salet(___yy) -> trite(_gggg) -> write(ggggg)
wrong,4,salet(_____) -> courd(_y_y_) -> gimpy(y____) -> wrong(ggggg)
wrote,3,salet(___yy) -> trite(_g_gg) -> wrote(ggggg)
wrung,3,salet(_____) -> courd(__gy_) -> wrung(ggggg)
wryly,4,salet(__y__) -> courd(___y_) -> aking(_____) -> wryly(ggggg)
yacht,3,salet(_g__g) -> thing(yy___) -> yacht(ggggg)
yearn,4,salet(_y_y_) -> beard(_ggg_) -> weary(_gggy) -> yearn(ggggg)
yeast,3,salet(yy_yg) -> boyar(__yy_) -> yeast(ggggg)
yield,4,salet(__yy_) -> doing(y_y__) -> womyn(___y_) -> yield(ggggg)
young,4,salet(_____) -> courd(_gg__) -> bough(_ggy_) -> young(ggggg)
youth,4,salet(____y) -> north(_g_gg) -> booms(_g___) -> youth(ggggg)
zebra,3,salet(_y_y_) -> beard(ygyg_) -> zebra(ggggg)
zesty,3,salet(y__yy) -> troth(___g_) -> zesty(ggggg)
zonal,3,salet(_yy__) -> corni(_g_y_) -> zonal(ggggg)
