secret,turns,path
toxic,4,reast(____y) -> ponty(_g_y_) -> tough(gg___) -> toxic(ggggg)
toxin,3,reast(____y) -> ponty(_gyy_) -> toxin(ggggg)
trace,2,reast(yyg_y) -> trace(ggggg)
track,4,reast(y_g_y) -> trail(ggg__) -> tramp(ggg__) -> track(ggggg)
tract,3,reast(y_g_g) -> craft(ygg_g) -> tract(ggggg)
trade,3,reast(yyg_y) -> trace(ggg_g) -> trade(ggggg)
trail,2,reast(y_g_y) -> trail(ggggg)
train,3,reast(y_g_y) -> trail(gggg_) -> train(ggggg)
trait,3,reast(y_g_g) -> craft(_gg_g) -> trait(ggggg)
tramp,3,reast(y_g_y) -> trail(ggg__) -> tramp(ggggg)
trash,2,reast(y_ggy) -> trash(ggggg)
trawl,3,reast(y_g_y) -> trail(ggg_g) -> trawl(ggggg)
tread,3,reast(yyy_y) -> later(_yyyy) -> tread(ggggg)
treat,3,reast(yyy_g) -> alert(y_gyg) -> treat(ggggg)
trend,4,reast(yy__y) -> toter(g__yy) -> truce(gg__y) -> trend(ggggg)
triad,3,reast(y_y_y) -> talar(g__gy) -> triad(ggggg)
trial,3,reast(y_y_y) -> talar(g_ygy) -> trial(ggggg)
tribe,5,reast(yy__y) -> toter(g__yy) -> truce(gg__g) -> tripe(ggg_g) -> tribe(ggggg)
trice,4,reast(yy__y) -> toter(g__yy) -> truce(gg_gg) -> trice(ggggg)
trick,4,reast(y___y) -> throw(g_y__) -> truck(gg_gg) -> trick(ggggg)
tried,4,reast(yy__y) -> toter(g__gy) -> threw(g_yg_) -> tried(ggggg)
tripe,4,reast(yy__y) -> toter(g__yy) -> truce(gg__g) -> tripe(ggggg)
trite,3,reast(yy__y) -> toter(g_yyy) -> trite(ggggg)
troll,3,reast(y___y) -> throw(g_yy_) -> troll(ggggg)
troop,4,reast(y___y) -> throw(g_yg_) -> tutor(g__gy) -> troop(ggggg)
trope,4,reast(yy__y) -> toter(gy_yy) -> trove(ggg_g) -> trope(ggggg)
trout,3,reast(y___g) -> bruit(_gy_g) -> trout(ggggg)
trove,3,reast(yy__y) -> toter(gy_yy) -> trove(ggggg)
truce,3,reast(yy__y) -> toter(g__yy) -> truce(ggggg)
truck,3,reast(y___y) -> throw(g_y__) -> truck(ggggg)
truer,4,reast(yy__y) -> toter(g__gg) -> tuber(gy_gg) -> truer(ggggg)
truly,4,reast(y___y) -> throw(g_y__) -> truck(ggg__) -> truly(ggggg)
trump,5,reast(y___y) -> throw(g_y__) -> truck(ggg__) -> truly(ggg__) -> trump(ggggg)
trunk,4,reast(y___y) -> throw(g_y__) -> truck(ggg_g) -> trunk(ggggg)
truss,2,reast(y__gy) -> truss(ggggg)
trust,2,reast(y__gg) -> trust(ggggg)
truth,3,reast(y___y) -> throw(gyy__) -> truth(ggggg)
tryst,3,reast(y__gg) -> trust(gg_gg) -> tryst(ggggg)
tubal,3,reast(__y_y) -> batty(yyy__) -> tubal(ggggg)
tuber,3,reast(yy__y) -> toter(g__gg) -> tuber(ggggg)
tulip,3,reast(____y) -> ponty(y__y_) -> tulip(ggggg)
tulle,3,reast(_y__y) -> title(g__gg) -> tulle(ggggg)
tumor,4,reast(y___y) -> throw(g_yg_) -> tutor(gg_gg) -> tumor(ggggg)
tunic,3,reast(____y) -> ponty(__gy_) -> tunic(ggggg)
turbo,3,reast(y___y) -> throw(g_gy_) -> turbo(ggggg)
tutor,3,reast(y___y) -> throw(g_yg_) -> tutor(ggggg)
twang,3,reast(__g_y) -> loath(__gy_) -> twang(ggggg)
tweak,3,reast(_yy_y) -> latte(_yy_y) -> tweak(ggggg)
tweed,3,reast(_y__y) -> title(g___y) -> tweed(ggggg)
tweet,4,reast(_y__g) -> civet(___gg) -> fleet(__ggg) -> tweet(ggggg)
twice,3,reast(_y__y) -> title(gy__g) -> twice(ggggg)
twine,4,reast(_y__y) -> title(gy__g) -> twice(ggg_g) -> twine(ggggg)
twirl,3,reast(y___y) -> throw(g_y_y) -> twirl(ggggg)
twist,3,reast(___gg) -> joist(__ggg) -> twist(ggggg)
twixt,3,reast(____g) -> flint(__g_g) -> twixt(ggggg)
tying,3,reast(____y) -> ponty(__yyy) -> tying(ggggg)
udder,5,reast(yy___) -> probe(_y__y) -> diner(y__gg) -> elder(__ggg) -> udder(ggggg)
ulcer,5,reast(yy___) -> probe(_y__y) -> diner(___gg) -> queer(_y_gg) -> ulcer(ggggg)
ultra,3,reast(y_y_y) -> talar(yyy_y) -> ultra(ggggg)
umbra,3,reast(y_y__) -> carom(_yy_y) -> umbra(ggggg)
uncle,3,reast(_y___) -> clone(yy_yg) -> uncle(ggggg)
uncut,4,reast(____g) -> flint(___yg) -> donut(__ygg) -> uncut(ggggg)
under,4,reast(yy___) -> probe(_y__y) -> diner(y_ygg) -> under(ggggg)
undid,3,reast(_____) -> build(_yy_g) -> undid(ggggg)
undue,4,reast(_y___) -> clone(___yg) -> binge(__y_g) -> undue(ggggg)
unfed,4,reast(_y___) -> clone(___yy) -> yewen(___gy) -> unfed(ggggg)
unfit,3,reast(____g) -> flint(y_yyg) -> unfit(ggggg)
unify,3,reast(_____) -> build(_yg__) -> unify(ggggg)
union,4,reast(_____) -> build(_yg__) -> unify(ggg__) -> union(ggggg)
unite,3,reast(_y__y) -> title(yy__g) -> unite(ggggg)
unity,3,reast(____y) -> ponty(__ygg) -> unity(ggggg)
unlit,3,reast(____g) -> flint(_yyyg) -> unlit(ggggg)
unmet,4,reast(_y__g) -> civet(___gg) -> fleet(___gg) -> unmet(ggggg)
unset,3,reast(_y_yg) -> slept(y_y_g) -> unset(ggggg)
untie,4,reast(_y__y) -> title(_yg_g) -> cutie(_yggg) -> untie(ggggg)
until,4,reast(____y) -> ponty(__yy_) -> thing(y_yy_) -> until(ggggg)
unwed,4,reast(_y___) -> clone(___yy) -> yewen(__ggy) -> unwed(ggggg)
unzip,3,reast(_____) -> build(_yy__) -> unzip(ggggg)
upper,4,reast(yy___) -> probe(yy__y) -> spier(_g_gg) -> upper(ggggg)
upset,3,reast(_y_yg) -> slept(y_yyg) -> upset(ggggg)
urban,3,reast(y_y__) -> carom(_yy__) -> urban(ggggg)
urine,4,reast(yy___) -> probe(_g__g) -> crude(_gy_g) -> urine(ggggg)
usage,3,reast(_ygy_) -> slave(y_g_g) -> usage(ggggg)
usher,4,reast(yy_y_) -> speir(y_y_g) -> loser(__ygg) -> usher(ggggg)
using,3,reast(___y_) -> slunk(y_yg_) -> using(ggggg)
usual,3,reast(__yy_) -> solan(y_yg_) -> usual(ggggg)
usurp,3,reast(y__y_) -> shorl(y__g_) -> usurp(ggggg)
utile,3,reast(_y__y) -> title(yy_gg) -> utile(ggggg)
utter,3,reast(yy__y) -> toter(y_ggg) -> utter(ggggg)
vague,3,reast(_yy__) -> angel(y_gy_) -> vague(ggggg)
valet,3,reast(_yy_g) -> cleat(_yyyg) -> valet(ggggg)
valid,4,reast(__y__) -> monal(___yy) -> daily(ygyy_) -> valid(ggggg)
valor,3,reast(y_y__) -> carom(_gyg_) -> valor(ggggg)
value,5,reast(_yy__) -> angel(y__yy) -> fable(_g_yg) -> halve(_ggyg) -> value(ggggg)
valve,5,reast(_yy__) -> angel(y__yy) -> fable(_g_yg) -> halve(_gggg) -> valve(ggggg)
vapid,4,reast(__y__) -> monal(___y_) -> cadgy(_gy__) -> vapid(ggggg)
vapor,4,reast(y_y__) -> carom(_gyg_) -> valor(gg_gg) -> vapor(ggggg)
vault,3,reast(__y_g) -> atilt(y__gg) -> vault(ggggg)
vaunt,4,reast(__y_g) -> atilt(y___g) -> ghaut(__yyg) -> vaunt(ggggg)
vegan,4,reast(_gy__) -> pedal(_g_g_) -> began(_gggg) -> vegan(ggggg)
venom,4,reast(_g___) -> henge(_gg__) -> denim(_gg_g) -> venom(ggggg)
venue,4,reast(_g___) -> henge(_gg_g) -> pence(_gg_g) -> venue(ggggg)
verge,3,reast(yg___) -> lered(_ggy_) -> verge(ggggg)
verse,3,reast(yg_g_) -> verso(gggg_) -> verse(ggggg)
verso,2,reast(yg_g_) -> verso(ggggg)
verve,4,reast(yg___) -> lered(_ggy_) -> verge(ggg_g) -> verve(ggggg)
vicar,3,reast(y_y__) -> carom(yyy__) -> vicar(ggggg)
video,3,reast(_y___) -> clone(__y_y) -> video(ggggg)
vigil,4,reast(_____) -> build(__yy_) -> folic(__yg_) -> vigil(ggggg)
vigor,4,reast(y____) -> courd(_y_y_) -> grown(yyy__) -> vigor(ggggg)
villa,4,reast(__y__) -> monal(___yy) -> daily(_yyg_) -> villa(ggggg)
vinyl,4,reast(_____) -> build(__yy_) -> folic(__yy_) -> vinyl(ggggg)
viola,4,reast(__y__) -> monal(_y_yy) -> alloy(yy_y_) -> viola(ggggg)
viper,4,reast(yy___) -> probe(yy__y) -> spier(_yygg) -> viper(ggggg)
viral,4,reast(y_y__) -> carom(_yg__) -> array(__gg_) -> viral(ggggg)
virus,3,reast(y__y_) -> shorl(y__y_) -> virus(ggggg)
visit,3,reast(___yg) -> shunt(y___g) -> visit(ggggg)
visor,3,reast(y__y_) -> shorl(y_yy_) -> visor(ggggg)
vista,3,reast(__yyy) -> tansy(yy_y_) -> vista(ggggg)
vital,3,reast(__y_y) -> batty(_yg__) -> vital(ggggg)
vivid,4,reast(_____) -> build(__y_g) -> ovoid(_y_gg) -> vivid(ggggg)
vixen,4,reast(_y___) -> clone(___yy) -> yewen(___gg) -> vixen(ggggg)
vocal,4,reast(__y__) -> monal(_g_gg) -> local(_gggg) -> vocal(ggggg)
vodka,3,reast(__y__) -> monal(_g_y_) -> vodka(ggggg)
vogue,4,reast(_y___) -> clone(__y_g) -> dodge(_g_yg) -> vogue(ggggg)
voice,3,reast(_y___) -> clone(y_y_g) -> voice(ggggg)
voila,4,reast(__y__) -> monal(_g_yy) -> polka(_gy_g) -> voila(ggggg)
vomit,3,reast(____g) -> flint(__y_g) -> vomit(ggggg)
voter,3,reast(yy__y) -> toter(_gggg) -> voter(ggggg)
vouch,5,reast(_____) -> build(_y___) -> pouch(_gggg) -> couch(_gggg) -> vouch(ggggg)
vowel,3,reast(_y___) -> clone(_yy_y) -> vowel(ggggg)
vying,4,reast(_____) -> build(__g__) -> coign(__gyy) -> vying(ggggg)
wacky,4,reast(__y__) -> monal(___y_) -> cadgy(yg__g) -> wacky(ggggg)
wafer,4,reast(yyy__) -> wager(gg_gg) -> waver(gg_gg) -> wafer(ggggg)
wager,2,reast(yyy__) -> wager(ggggg)
wagon,4,reast(__y__) -> monal(_yyy_) -> agony(yyyy_) -> wagon(ggggg)
waist,3,reast(__ygg) -> angst(y__gg) -> waist(ggggg)
waive,4,reast(_yy__) -> angel(y__y_) -> mavie(_gyyg) -> waive(ggggg)
waltz,4,reast(__y_y) -> batty(_g_g_) -> cacti(_g_g_) -> waltz(ggggg)
warty,4,reast(y_y_y) -> talar(yg__y) -> party(_gggg) -> warty(ggggg)
waste,6,reast(_yyyy) -> tabes(yg_yy) -> caste(_gggg) -> haste(_gggg) -> paste(_gggg) -> waste(ggggg)
watch,5,reast(__y_y) -> batty(_gg__) -> matlo(_gg__) -> watap(ggg__) -> watch(ggggg)
water,4,reast(yyy_y) -> later(_gggg) -> eater(_gggg) -> water(ggggg)
waver,3,reast(yyy__) -> wager(gg_gg) -> waver(ggggg)
waxen,4,reast(_yy__) -> angel(yy_g_) -> kaneh(_gyg_) -> waxen(ggggg)
weary,3,reast(ygg__) -> leary(_gggg) -> weary(ggggg)
weave,3,reast(_gg__) -> leavy(_ggg_) -> weave(ggggg)
wedge,3,reast(_g___) -> henge(_g_gg) -> wedge(ggggg)
weedy,4,reast(_g___) -> henge(_g__y) -> bevel(_g_y_) -> weedy(ggggg)
weigh,3,reast(_g___) -> henge(yg_g_) -> weigh(ggggg)
weird,3,reast(yg___) -> lered(_gy_g) -> weird(ggggg)
welch,4,reast(_g___) -> henge(yg___) -> belch(_gggg) -> welch(ggggg)
welsh,3,reast(_g_g_) -> dense(_g_g_) -> welsh(ggggg)
wench,3,reast(_g___) -> henge(ygg__) -> wench(ggggg)
whack,4,reast(__g__) -> clank(y_g_g) -> quack(__ggg) -> whack(ggggg)
whale,3,reast(_yg__) -> glade(_yg_g) -> whale(ggggg)
wharf,3,reast(y_g__) -> drawn(_ygy_) -> wharf(ggggg)
wheat,3,reast(_yy_g) -> cleat(__ggg) -> wheat(ggggg)
wheel,4,reast(_y___) -> clone(_y__y) -> wield(g_gy_) -> wheel(ggggg)
whelp,4,reast(_y___) -> clone(_y__y) -> wield(g_gg_) -> whelp(ggggg)
where,4,reast(yy___) -> probe(_y__g) -> curve(__y_g) -> where(ggggg)
which,4,reast(_____) -> build(__g__) -> coign(y_g__) -> which(ggggg)
whiff,4,reast(_____) -> build(__g__) -> coign(__g__) -> whiff(ggggg)
while,4,reast(_y___) -> clone(_y__g) -> liege(yy__g) -> while(ggggg)
whine,3,reast(_y___) -> clone(___gg) -> whine(ggggg)
whiny,4,reast(_____) -> build(__g__) -> coign(__g_y) -> whiny(ggggg)
whirl,3,reast(y____) -> courd(___g_) -> whirl(ggggg)
whisk,3,reast(___g_) -> floss(___g_) -> whisk(ggggg)
white,4,reast(_y__y) -> title(yy__g) -> unite(__ggg) -> white(ggggg)
whole,3,reast(_y___) -> clone(_yg_g) -> whole(ggggg)
whoop,4,reast(_____) -> build(_____) -> choof(_ggg_) -> whoop(ggggg)
whose,4,reast(_y_g_) -> close(__ggg) -> goose(__ggg) -> whose(ggggg)
widen,4,reast(_y___) -> clone(___yy) -> yewen(__ygg) -> widen(ggggg)
wider,4,reast(yy___) -> probe(_y__y) -> diner(yg_gg) -> wider(ggggg)
widow,4,reast(_____) -> build(__y_y) -> dingo(yg__y) -> widow(ggggg)
width,4,reast(____y) -> ponty(___g_) -> filth(_g_gg) -> width(ggggg)
wield,3,reast(_y___) -> clone(_y__y) -> wield(ggggg)
wight,4,reast(____g) -> flint(__y_g) -> vomit(___yg) -> wight(ggggg)
willy,4,reast(_____) -> build(__yg_) -> filly(_gggg) -> willy(ggggg)
wimpy,5,reast(_____) -> build(__y__) -> pinky(yg__g) -> hippy(_g_gg) -> wimpy(ggggg)
wince,4,reast(_y___) -> clone(y__yg) -> mince(_gggg) -> wince(ggggg)
winch,4,reast(_____) -> build(__y__) -> pinky(_gg__) -> winch(ggggg)
windy,4,reast(_____) -> build(__y_y) -> dingo(ygg__) -> windy(ggggg)
wiser,4,reast(yy_y_) -> speir(y_yyg) -> miser(_gggg) -> wiser(ggggg)
wispy,3,reast(___y_) -> slunk(y____) -> wispy(ggggg)
witch,4,reast(____y) -> ponty(___y_) -> width(gg_yg) -> witch(ggggg)
witty,4,reast(____y) -> ponty(___gg) -> bawty(__ygg) -> witty(ggggg)
woken,4,reast(_y___) -> clone(__yyy) -> women(gg_gg) -> woken(ggggg)
woman,3,reast(__y__) -> monal(ygyg_) -> woman(ggggg)
women,3,reast(_y___) -> clone(__yyy) -> women(ggggg)
woody,4,reast(_____) -> build(____y) -> dowdy(_gygg) -> woody(ggggg)
wooer,3,reast(yy___) -> probe(_yg_y) -> wooer(ggggg)
wooly,4,reast(_____) -> build(___g_) -> ghyll(__yg_) -> wooly(ggggg)
woozy,4,reast(_____) -> build(_____) -> choof(__gy_) -> woozy(ggggg)
wordy,4,reast(y____) -> courd(_g_yy) -> donor(yg__y) -> wordy(ggggg)
world,3,reast(y____) -> courd(_g_yg) -> world(ggggg)
worry,3,reast(y____) -> courd(_g_g_) -> worry(ggggg)
worse,4,reast(yy_g_) -> prose(_yygg) -> horse(_gggg) -> worse(ggggg)
worst,4,reast(y__gg) -> trust(_y_gg) -> first(__ggg) -> worst(ggggg)
worth,3,reast(y___y) -> throw(yygyy) -> worth(ggggg)
would,3,reast(_____) -> build(_y_gg) -> would(ggggg)
wound,6,reast(_____) -> build(_y__g) -> fumed(_y__g) -> hound(_gggg) -> pound(_gggg) -> wound(ggggg)
woven,5,reast(_y___) -> clone(__yyy) -> women(gg_gg) -> woken(gg_gg) -> woven(ggggg)
wrack,3,reast(y_g__) -> drawn(_ggy_) -> wrack(ggggg)
wrath,3,reast(y_g_y) -> trail(ygg__) -> wrath(ggggg)
wreak,3,reast(yyy__) -> wager(gy_yy) -> wreak(ggggg)
wreck,4,reast(yy___) -> probe(_g__y) -> cried(yg_y_) -> wreck(ggggg)
wrest,3,reast(yy_gg) -> crest(_gggg) -> wrest(ggggg)
wring,4,reast(y____) -> courd(___y_) -> girly(yyy__) -> wring(ggggg)
wrist,3,reast(y__gg) -> trust(_g_gg) -> wrist(ggggg)
write,3,reast(yy__y) -> toter(y__yy) -> write(ggggg)
wrong,4,reast(y____) -> courd(_y_y_) -> grown(yggyy) -> wrong(ggggg)
wrote,3,reast(yy__y) -> toter(yy_yy) -> wrote(ggggg)
wrung,3,reast(y____) -> courd(__gy_) -> wrung(ggggg)
wryly,4,reast(y____) -> courd(___y_) -> girly(__ygg) -> wryly(ggggg)
yacht,4,reast(__y_g) -> atilt(y___g) -> ghaut(_yy_g) -> yacht(ggggg)
yearn,3,reast(ygg__) -> leary(_gggy) -> yearn(ggggg)
yeast,3,reast(_gggg) -> feast(_gggg) -> yeast(ggggg)
yield,5,reast(_y___) -> clone(_y__y) -> wield(_gggg) -> field(_gggg) -> yield(ggggg)
young,4,reast(_____) -> build(_y___) -> pouch(_gg__) -> young(ggggg)
youth,3,reast(____y) -> ponty(_g_gy) -> youth(ggggg)
zebra,3,reast(ygy__) -> cedar(_g_yy) -> zebra(ggggg)
zesty,3,reast(_g_yy) -> yetts(yg_gy) -> zesty(ggggg)
zonal,3,reast(__y__) -> monal(_gggg) -> zonal(ggggg)
